source_id,suspicious_id,type,obfuscation,source_offset,source_length,suspicious_offset,suspicious_length
source-document06744.txt,suspicious-document00037,artificial,low,15779,3555,276382,3447
source-document06744.txt,suspicious-document00037,artificial,low,275944,4140,280760,3942
source-document06744.txt,suspicious-document00037,artificial,low,471724,4083,285272,3940
source-document06744.txt,suspicious-document00037,artificial,low,124228,4288,289864,4144
source-document04097.txt,suspicious-document00037,artificial,low,3841,4105,294718,4130
source-document06744.txt,suspicious-document00037,artificial,low,107337,770,299342,767
source-document06744.txt,suspicious-document00037,artificial,low,412738,522,300240,506
source-document02296.txt,suspicious-document00038,artificial,high,230589,23631,547,16055
source-document02296.txt,suspicious-document00038,artificial,high,116140,3260,18969,3248
source-document02296.txt,suspicious-document00038,artificial,high,316264,2261,22579,2117
source-document03970.txt,suspicious-document00038,artificial,high,714770,2136,24697,2097
source-document03108.txt,suspicious-document00040,artificial,high,32862,1709,31929,1656
source-document09592.txt,suspicious-document00041,artificial,high,21496,4974,369,4846
source-document09592.txt,suspicious-document00041,artificial,high,7737,274,5587,246
source-document09592.txt,suspicious-document00041,artificial,high,17494,3784,5990,2875
source-document09592.txt,suspicious-document00041,artificial,high,11001,3410,9487,3691
source-document08698.txt,suspicious-document00045,artificial,low,24805,755,6023,737
source-document08698.txt,suspicious-document00045,artificial,low,88366,235,8797,235
source-document04546.txt,suspicious-document00046,artificial,high,3161,3473,523,2930
source-document04546.txt,suspicious-document00046,artificial,high,6634,4911,4226,3428
source-document09519.txt,suspicious-document00046,artificial,high,254074,3218,7714,2919
source-document04546.txt,suspicious-document00046,artificial,high,258,738,11052,721
source-document02367.txt,suspicious-document00046,artificial,high,5650,268,11922,278
source-document01152.txt,suspicious-document00047,translation,false,33445,1449,1,1346
source-document01152.txt,suspicious-document00047,translation,false,246478,1552,1348,1302
source-document04073.txt,suspicious-document00047,translation,true,1277,259,2850,234
source-document04073.txt,suspicious-document00047,translation,false,1670,4529,3085,4113
source-document01152.txt,suspicious-document00047,translation,false,141609,2081,7199,1881
source-document01152.txt,suspicious-document00047,translation,false,29402,772,9081,686
source-document01152.txt,suspicious-document00047,translation,false,255757,505,10096,427
source-document03875.txt,suspicious-document00048,artificial,high,276465,2020,166,1812
source-document03875.txt,suspicious-document00048,artificial,high,24051,21759,4386,12750
source-document03875.txt,suspicious-document00048,artificial,high,176872,2394,17565,2295
source-document03875.txt,suspicious-document00048,artificial,high,89389,1423,20026,1151
source-document03875.txt,suspicious-document00048,artificial,high,138214,2821,21474,2871
source-document03875.txt,suspicious-document00048,artificial,high,343694,536,24495,541
source-document03875.txt,suspicious-document00048,artificial,high,59652,233,25037,232
source-document00341.txt,suspicious-document00049,artificial,high,511,14809,47296,14583
source-document01971.txt,suspicious-document00049,artificial,high,31526,15983,64539,14780
source-document01971.txt,suspicious-document00049,artificial,high,131225,21439,173512,18057
source-document01971.txt,suspicious-document00049,artificial,high,168241,18005,258563,4329
source-document07201.txt,suspicious-document00049,artificial,high,1360,535,268248,512
source-document09187.txt,suspicious-document00052,artificial,high,111650,1521,3488,1544
source-document09187.txt,suspicious-document00052,artificial,high,48368,249,6637,234
source-document09187.txt,suspicious-document00052,artificial,high,202706,1636,9175,1643
source-document09187.txt,suspicious-document00052,artificial,high,231073,540,13897,511
source-document10909.txt,suspicious-document00052,artificial,high,128417,494,15633,535
source-document10909.txt,suspicious-document00052,artificial,high,52223,230,17648,231
source-document04862.txt,suspicious-document00054,artificial,high,10868,19235,946,9432
source-document04862.txt,suspicious-document00054,artificial,high,64938,24043,15924,9691
source-document04862.txt,suspicious-document00054,artificial,high,35232,21272,28367,20747
source-document04862.txt,suspicious-document00054,artificial,high,97340,16383,53273,14551
source-document03819.txt,suspicious-document00054,artificial,high,35955,23747,72867,24032
source-document04862.txt,suspicious-document00054,artificial,high,31363,814,97458,806
source-document04862.txt,suspicious-document00054,artificial,high,93742,3368,98911,3405
source-document04862.txt,suspicious-document00054,artificial,high,56504,1462,102448,1436
source-document04862.txt,suspicious-document00054,artificial,high,6761,3493,104394,3558
source-document08362.txt,suspicious-document00054,artificial,high,0,2505,108554,2209
source-document03377.txt,suspicious-document00055,artificial,low,17744,5104,53408,5217
source-document07389.txt,suspicious-document00055,artificial,low,259195,3797,145520,3681
source-document03377.txt,suspicious-document00055,artificial,low,3797,4273,248991,4355
source-document00288.txt,suspicious-document00055,artificial,low,179919,3473,275389,3500
source-document00288.txt,suspicious-document00055,artificial,low,325472,1525,357492,1518
source-document00288.txt,suspicious-document00055,artificial,low,319553,2748,372030,2850
source-document00288.txt,suspicious-document00055,artificial,low,113466,530,428590,537
source-document07064.txt,suspicious-document00057,artificial,high,7164,3415,1006,3384
source-document07064.txt,suspicious-document00057,artificial,high,2540,4020,4871,4151
source-document00155.txt,suspicious-document00057,artificial,high,0,23657,10688,8673
source-document02081.txt,suspicious-document00057,artificial,high,139963,24990,27991,8080
source-document07064.txt,suspicious-document00057,artificial,high,12579,14419,46921,14851
source-document09184.txt,suspicious-document00057,artificial,high,190996,21998,63816,20301
source-document10809.txt,suspicious-document00057,artificial,high,260,3228,92385,3137
source-document02081.txt,suspicious-document00057,artificial,high,45959,3718,96127,3625
source-document03456.txt,suspicious-document00057,artificial,high,2035,4888,100766,1915
source-document02081.txt,suspicious-document00057,artificial,high,177000,488,104230,480
source-document10809.txt,suspicious-document00057,artificial,high,3488,226,104711,231
source-document02081.txt,suspicious-document00057,artificial,high,186404,534,105298,518
source-document04022.txt,suspicious-document00057,artificial,high,27644,266,105817,279
source-document01289.txt,suspicious-document00059,artificial,high,17515,20772,1342,10589
source-document01289.txt,suspicious-document00059,artificial,high,14544,1754,19909,1161
source-document01289.txt,suspicious-document00059,artificial,high,6476,4494,23392,4443
source-document01289.txt,suspicious-document00059,artificial,high,1741,2719,28935,2687
source-document08995.txt,suspicious-document00059,artificial,high,2439,271,31942,240
source-document01289.txt,suspicious-document00059,artificial,high,64548,1607,32818,1592
source-document03553.txt,suspicious-document00061,translation,false,165060,4355,780,3856
source-document03553.txt,suspicious-document00061,translation,false,95794,2716,7501,2426
source-document10944.txt,suspicious-document00061,translation,false,72718,2363,11074,2127
source-document07899.txt,suspicious-document00061,translation,false,26899,19160,20767,16715
source-document10944.txt,suspicious-document00061,translation,false,33329,2710,41427,2374
source-document07899.txt,suspicious-document00061,translation,false,24312,540,44616,515
source-document10944.txt,suspicious-document00061,translation,false,172546,229,45414,228
source-document07899.txt,suspicious-document00061,translation,false,206975,545,45643,447
source-document10494.txt,suspicious-document00063,artificial,high,295087,15827,3396,16213
source-document10494.txt,suspicious-document00063,artificial,high,139687,724,20259,715
source-document10494.txt,suspicious-document00063,artificial,high,235311,260,21138,246
source-document10494.txt,suspicious-document00063,artificial,high,380501,1534,21534,1523
source-document10494.txt,suspicious-document00063,artificial,high,459639,255,23321,229
source-document01770.txt,suspicious-document00067,translation,false,318033,3179,117,2915
source-document01770.txt,suspicious-document00067,translation,true,307813,2982,3138,2870
source-document01770.txt,suspicious-document00067,translation,true,292225,1526,6186,1500
source-document03472.txt,suspicious-document00067,translation,true,9940,1814,7811,1616
source-document03472.txt,suspicious-document00067,translation,false,24797,736,9562,662
source-document01770.txt,suspicious-document00067,translation,false,27659,3646,10225,3349
source-document01770.txt,suspicious-document00067,translation,true,21770,265,13876,273
source-document09194.txt,suspicious-document00068,artificial,low,509717,5046,17107,4804
source-document09194.txt,suspicious-document00068,artificial,low,62730,233,105482,234
source-document09194.txt,suspicious-document00068,artificial,low,372056,242,111572,274
source-document01382.txt,suspicious-document00068,artificial,low,41424,271,115105,267
source-document09194.txt,suspicious-document00068,artificial,low,608048,764,126873,773
source-document01382.txt,suspicious-document00068,artificial,low,243384,228,133333,218
source-document05826.txt,suspicious-document00069,artificial,low,0,718,4236,722
source-document07469.txt,suspicious-document00069,artificial,low,931800,16734,101012,14475
source-document08881.txt,suspicious-document00069,artificial,low,56809,2352,184076,2303
source-document07469.txt,suspicious-document00069,artificial,low,648544,3637,200865,3518
source-document08881.txt,suspicious-document00069,artificial,low,88297,4465,233261,4314
source-document05826.txt,suspicious-document00069,artificial,low,4370,2755,285044,2698
source-document07469.txt,suspicious-document00069,artificial,low,63546,2711,322284,2681
source-document05826.txt,suspicious-document00069,artificial,low,1306,518,334680,518
source-document07469.txt,suspicious-document00069,artificial,low,513984,3246,362612,3221
source-document04718.txt,suspicious-document00075,artificial,low,1901,15095,3698,14951
source-document04718.txt,suspicious-document00075,artificial,low,215,738,27970,741
source-document08279.txt,suspicious-document00075,artificial,low,34158,3170,29021,3125
source-document04117.txt,suspicious-document00075,artificial,low,313658,1601,35638,1552
source-document02425.txt,suspicious-document00076,artificial,high,76089,1506,188,1526
source-document02425.txt,suspicious-document00076,artificial,high,78211,1492,2388,1486
source-document02425.txt,suspicious-document00076,artificial,high,142374,1771,4273,1809
source-document02425.txt,suspicious-document00076,artificial,high,4338,508,6083,509
source-document09965.txt,suspicious-document00076,artificial,high,4758,243,6593,251
source-document00850.txt,suspicious-document00077,artificial,low,2468,4735,33519,4653
source-document04284.txt,suspicious-document00077,artificial,low,42888,3755,69958,3815
source-document00850.txt,suspicious-document00077,artificial,low,379,1997,100290,1955
source-document00850.txt,suspicious-document00077,artificial,low,15726,263,109184,248
source-document06404.txt,suspicious-document00078,artificial,high,167919,15017,268903,15039
source-document06404.txt,suspicious-document00078,artificial,high,7172,521,313039,552
source-document09843.txt,suspicious-document00079,artificial,high,11492,5074,94,4944
source-document07530.txt,suspicious-document00079,artificial,high,39251,22994,8991,10893
source-document07530.txt,suspicious-document00079,artificial,high,78995,1491,21030,1451
source-document04943.txt,suspicious-document00079,artificial,high,7329,19655,25980,16709
source-document07530.txt,suspicious-document00079,artificial,high,20795,18103,46036,16984
source-document07371.txt,suspicious-document00079,artificial,high,9479,818,63278,853
source-document11025.txt,suspicious-document00079,artificial,high,159255,23260,65897,11077
source-document01748.txt,suspicious-document00079,artificial,high,68473,20485,82245,7157
source-document01748.txt,suspicious-document00079,artificial,high,1692,24751,94030,9698
source-document07371.txt,suspicious-document00079,artificial,high,4382,1734,104533,794
source-document07530.txt,suspicious-document00079,artificial,high,0,17485,108268,9078
source-document09843.txt,suspicious-document00079,artificial,high,860,1506,117843,1484
source-document01748.txt,suspicious-document00079,artificial,high,105844,19292,119958,5748
source-document01748.txt,suspicious-document00079,artificial,high,26593,22764,129784,9128
source-document01748.txt,suspicious-document00079,artificial,high,53679,2510,141715,2475
source-document10189.txt,suspicious-document00079,artificial,high,17037,20926,147767,10264
source-document11025.txt,suspicious-document00079,artificial,high,186456,24189,159008,19680
source-document07371.txt,suspicious-document00079,artificial,high,6946,2533,182484,2323
source-document01748.txt,suspicious-document00079,artificial,high,98145,4280,185301,4223
source-document01748.txt,suspicious-document00079,artificial,high,63850,3458,190566,3575
source-document11025.txt,suspicious-document00079,artificial,high,7964,18918,196231,10958
source-document11025.txt,suspicious-document00079,artificial,high,42788,24649,211252,8373
source-document01748.txt,suspicious-document00079,artificial,high,131092,3793,221908,3743
source-document01748.txt,suspicious-document00079,artificial,high,92076,239,225652,246
source-document11025.txt,suspicious-document00079,artificial,high,103042,19502,228010,9034
source-document11025.txt,suspicious-document00079,artificial,high,231184,22471,241741,23208
source-document11025.txt,suspicious-document00079,artificial,high,71262,23411,266245,24723
source-document06458.txt,suspicious-document00079,artificial,high,0,15098,296690,6156
source-document02227.txt,suspicious-document00079,artificial,high,241873,23365,306557,22806
source-document11025.txt,suspicious-document00079,artificial,high,35138,2151,330738,2046
source-document10189.txt,suspicious-document00079,artificial,high,6126,4167,333819,4167
source-document07530.txt,suspicious-document00079,artificial,high,63483,15512,338473,7957
source-document11025.txt,suspicious-document00079,artificial,high,213549,14974,350811,14075
source-document11025.txt,suspicious-document00079,artificial,high,260573,15508,364887,6686
source-document09843.txt,suspicious-document00079,artificial,high,17200,2454,371574,2564
source-document07530.txt,suspicious-document00079,artificial,high,62718,257,374139,243
source-document11025.txt,suspicious-document00079,artificial,high,148743,238,374383,211
source-document09843.txt,suspicious-document00079,artificial,high,8649,241,374595,248
source-document11025.txt,suspicious-document00079,artificial,high,212714,266,374844,283
source-document05957.txt,suspicious-document00079,artificial,high,2941,258,375128,248
source-document08581.txt,suspicious-document00079,artificial,high,3548,244,375377,247
source-document01748.txt,suspicious-document00079,artificial,high,104484,242,375625,220
source-document02283.txt,suspicious-document00080,artificial,low,1023,4006,1285,3985
source-document02283.txt,suspicious-document00080,artificial,low,13042,482,5271,450
source-document08097.txt,suspicious-document00080,artificial,low,535,3060,6091,2907
source-document02283.txt,suspicious-document00080,artificial,low,6256,4013,10822,3901
source-document02283.txt,suspicious-document00080,artificial,low,17221,2119,16540,2126
source-document04365.txt,suspicious-document00080,artificial,low,25032,3323,19395,3183
source-document05261.txt,suspicious-document00080,artificial,low,1624,700,23554,729
source-document02283.txt,suspicious-document00080,artificial,low,10701,732,24833,745
source-document05261.txt,suspicious-document00080,artificial,low,70,241,25579,244
source-document08097.txt,suspicious-document00080,artificial,low,3595,243,26024,238
source-document08651.txt,suspicious-document00083,artificial,high,1870,1915,355,1471
source-document08651.txt,suspicious-document00083,artificial,high,94,234,1827,237
source-document08651.txt,suspicious-document00083,artificial,high,394,460,2260,462
source-document08651.txt,suspicious-document00083,artificial,high,1429,260,2985,260
source-document05455.txt,suspicious-document00086,artificial,low,198069,2071,972,2094
source-document06186.txt,suspicious-document00086,artificial,low,167301,225,5319,218
source-document05455.txt,suspicious-document00086,artificial,low,262490,247,5628,265
source-document06186.txt,suspicious-document00086,artificial,low,157338,511,6353,517
source-document00605.txt,suspicious-document00087,artificial,high,33513,24945,20163,22835
source-document07149.txt,suspicious-document00087,artificial,high,50537,4197,123824,3982
source-document07149.txt,suspicious-document00087,artificial,high,147869,16703,172001,9519
source-document10859.txt,suspicious-document00087,artificial,high,110952,17008,276749,15666
source-document01083.txt,suspicious-document00087,artificial,high,9354,14999,334429,10188
source-document00605.txt,suspicious-document00087,artificial,high,23971,4572,378707,4116
source-document03062.txt,suspicious-document00087,artificial,high,187723,21944,471247,22988
source-document03062.txt,suspicious-document00087,artificial,high,132443,4631,524623,4619
source-document07149.txt,suspicious-document00087,artificial,high,233872,1529,534108,1455
source-document01083.txt,suspicious-document00087,artificial,high,26137,3509,545998,3478
source-document10859.txt,suspicious-document00087,artificial,high,335876,2321,561124,2070
source-document07149.txt,suspicious-document00087,artificial,high,28126,3482,579017,3341
source-document03062.txt,suspicious-document00087,artificial,high,104498,267,584678,285
source-document03062.txt,suspicious-document00087,artificial,high,140011,2195,591248,2192
source-document04328.txt,suspicious-document00092,artificial,low,0,2437,626,2463
source-document03464.txt,suspicious-document00092,artificial,low,39274,25004,15399,24241
source-document03464.txt,suspicious-document00092,artificial,low,137791,15040,48443,14501
source-document04328.txt,suspicious-document00092,artificial,low,5251,2441,65339,2402
source-document03464.txt,suspicious-document00092,artificial,low,92041,20261,68460,15516
source-document03464.txt,suspicious-document00092,artificial,low,238006,17065,95172,16456
source-document03464.txt,suspicious-document00092,artificial,low,65598,24012,131356,23718
source-document03464.txt,suspicious-document00092,artificial,low,20775,15034,161493,14409
source-document03464.txt,suspicious-document00092,artificial,low,174811,2733,180707,2698
source-document03464.txt,suspicious-document00092,artificial,low,119946,17667,185083,14353
source-document03464.txt,suspicious-document00092,artificial,low,269232,759,207859,707
source-document03464.txt,suspicious-document00092,artificial,low,113243,269,208567,268
source-document03464.txt,suspicious-document00092,artificial,low,11434,250,209053,240
source-document04328.txt,suspicious-document00092,artificial,low,2437,264,209294,264
source-document04328.txt,suspicious-document00092,artificial,low,3862,226,209728,222
source-document02877.txt,suspicious-document00093,artificial,high,354337,23735,2395,13396
source-document02877.txt,suspicious-document00093,artificial,high,138124,15734,22982,15535
source-document02877.txt,suspicious-document00093,artificial,high,378789,17017,44528,16805
source-document02877.txt,suspicious-document00093,artificial,high,250193,22345,68504,22452
source-document02877.txt,suspicious-document00093,artificial,high,534879,24865,96213,13548
source-document02877.txt,suspicious-document00093,artificial,high,453690,18224,118528,16600
source-document02877.txt,suspicious-document00093,artificial,high,187020,23072,142890,22091
source-document02877.txt,suspicious-document00093,artificial,high,411167,19941,172234,18897
source-document02877.txt,suspicious-document00093,artificial,high,502025,20954,194427,20236
source-document02877.txt,suspicious-document00093,artificial,high,164054,22473,224458,11503
source-document02877.txt,suspicious-document00093,artificial,high,120783,2448,240670,2299
source-document02877.txt,suspicious-document00093,artificial,high,82468,16067,245727,14423
source-document02877.txt,suspicious-document00093,artificial,high,293539,24845,266584,24387
source-document02877.txt,suspicious-document00093,artificial,high,472189,18291,298899,8539
source-document02877.txt,suspicious-document00093,artificial,high,431941,17022,312261,15913
source-document02877.txt,suspicious-document00093,artificial,high,72162,1683,332060,1580
source-document02877.txt,suspicious-document00093,artificial,high,328069,778,334084,763
source-document02877.txt,suspicious-document00093,artificial,high,104806,274,335123,259
source-document02877.txt,suspicious-document00093,artificial,high,137756,265,335383,236
source-document01120.txt,suspicious-document00094,artificial,low,46187,274,69,259
source-document02901.txt,suspicious-document00094,artificial,low,846275,4163,1160,4166
source-document01120.txt,suspicious-document00094,artificial,low,437660,4615,6364,4688
source-document09435.txt,suspicious-document00096,artificial,high,1527,460,3276,457
source-document00063.txt,suspicious-document00096,artificial,high,106208,261,11720,279
source-document00063.txt,suspicious-document00096,artificial,high,23776,254,18666,242
source-document05423.txt,suspicious-document00098,artificial,high,36456,20370,2659,20469
source-document05423.txt,suspicious-document00098,artificial,high,188789,23986,33314,21284
source-document05423.txt,suspicious-document00098,artificial,high,281429,255,56640,233
source-document05423.txt,suspicious-document00098,artificial,high,104786,1443,56874,1501
source-document05423.txt,suspicious-document00098,artificial,high,132172,2903,59647,2909
source-document05423.txt,suspicious-document00098,artificial,high,251778,15735,66468,16559
source-document05423.txt,suspicious-document00098,artificial,high,151388,20947,85168,10672
source-document05423.txt,suspicious-document00098,artificial,high,8648,19609,105105,17726
source-document05423.txt,suspicious-document00098,artificial,high,224171,24241,130286,12092
source-document05423.txt,suspicious-document00098,artificial,high,113146,16739,149926,16406
source-document05423.txt,suspicious-document00098,artificial,high,69161,21982,173958,19606
source-document09107.txt,suspicious-document00098,artificial,high,119489,23102,200019,18706
source-document08791.txt,suspicious-document00098,artificial,high,47661,20663,222800,13724
source-document08791.txt,suspicious-document00098,artificial,high,20280,19474,247712,4391
source-document08791.txt,suspicious-document00098,artificial,high,3670,1527,253391,1323
source-document05423.txt,suspicious-document00098,artificial,high,282480,4030,255344,3895
source-document05423.txt,suspicious-document00098,artificial,high,273032,2519,260389,2617
source-document05423.txt,suspicious-document00098,artificial,high,291602,3257,263905,3176
source-document00927.txt,suspicious-document00099,artificial,low,659,16229,979,15916
source-document00927.txt,suspicious-document00099,artificial,low,18803,17778,18953,14550
source-document03163.txt,suspicious-document00099,artificial,low,1987,3184,34439,3179
source-document03775.txt,suspicious-document00099,artificial,low,1218,17718,40053,15428
source-document03163.txt,suspicious-document00099,artificial,low,5368,21547,57544,22357
source-document08869.txt,suspicious-document00099,artificial,low,261467,20726,81222,22141
source-document03163.txt,suspicious-document00099,artificial,low,201,718,104747,725
source-document02636.txt,suspicious-document00099,artificial,low,150294,19480,106951,14226
source-document02636.txt,suspicious-document00099,artificial,low,252653,18554,121922,17013
source-document02636.txt,suspicious-document00099,artificial,low,53097,15148,142152,14493
source-document02636.txt,suspicious-document00099,artificial,low,5591,4122,157423,4047
source-document02636.txt,suspicious-document00099,artificial,low,170682,2248,161706,2250
source-document02636.txt,suspicious-document00099,artificial,low,182418,4244,164515,4256
source-document02636.txt,suspicious-document00099,artificial,low,186917,24608,171353,20864
source-document02636.txt,suspicious-document00099,artificial,low,313757,4937,192731,4502
source-document02636.txt,suspicious-document00099,artificial,low,83911,24239,199425,21163
source-document02636.txt,suspicious-document00099,artificial,low,18336,23794,221464,17220
source-document03775.txt,suspicious-document00099,artificial,low,851,243,241116,242
source-document00927.txt,suspicious-document00099,artificial,low,16888,534,241359,540
source-document04524.txt,suspicious-document00099,artificial,low,11380,242,241900,238
source-document02314.txt,suspicious-document00100,artificial,high,52914,3251,293,3280
source-document02544.txt,suspicious-document00100,artificial,high,19145,3257,4877,2816
source-document02314.txt,suspicious-document00100,artificial,high,7245,4372,8031,3526
source-document02544.txt,suspicious-document00100,artificial,high,28342,2251,12606,2565
source-document02544.txt,suspicious-document00100,artificial,high,14304,750,15859,831
